Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
Nightingales,Post-Punk,The Best of British Luck,"[-111.46775817871094, 156.7651824951172, -41.68461227416992, 34.68147277832031, 1.0244606733322144, 16.21086883544922, -16.62572479248047, -1.0860893726348877, 1.4046764373779297, -1.0105394124984741, -3.75283145904541, -3.434065103530884, -1.881689429283142, -3.073331594467163, -2.987173557281494, -5.444174766540527, -5.949034214019775, 0.8660526275634766, -3.2890727519989014, -6.833898067474365]",2315.653352789109,0.056822359423412086
Plastic Crimewave Sound,Psychedelic Rock,Korean Ghost Ship,"[-169.8462371826172, 234.20867919921875, -45.001773834228516, 0.5058907866477966, -17.240217208862305, 0.6887676119804382, -4.470804691314697, 1.1186567544937134, 3.2421979904174805, -13.774399757385254, -3.863511323928833, -7.2644243240356445, 0.8080061674118042, -4.210175037384033, -4.22947359085083, -7.269392013549805, -10.341193199157715, -0.5612927079200745, 0.7211346626281738, 7.308043956756592]",1272.3926245766504,0.04301394721872579
Negative Approach,Hardcore,Sick of Talk,"[-188.46389770507812, 198.91598510742188, -49.21129608154297, 22.625612258911133, 12.442704200744629, 6.397157669067383, -6.440590858459473, -2.0517051219940186, 1.9350389242172241, -6.403173923492432, -0.42945802211761475, 1.8121765851974487, -1.810808777809143, 1.0121142864227295, 0.9200261235237122, -2.11255145072937, -4.203794479370117, 0.8805251717567444, -0.11678899824619293, -2.00181245803833]",1739.7345833439622,0.04509521383946936
Rainbow Arabia,International Pop,Let Them Dance,"[-209.48887634277344, 186.8545379638672, -29.108325958251953, 10.147778511047363, 26.934202194213867, 24.87565803527832, 12.534615516662598, 16.1224422454834, 7.3133015632629395, 5.249989986419678, 9.220162391662598, 7.609316825866699, 2.376920700073242, -3.6444156169891357, -3.5709948539733887, 4.641775608062744, 1.4585546255111694, -1.3202842473983765, -0.9160228967666626, -0.42597174644470215]",1461.7099056298018,0.03343319330270793
Voice Or No Voice,Hardcore,complete disgrace,"[-198.3929443359375, 179.80511474609375, -42.82098388671875, 31.202123641967773, 12.823831558227539, 17.42061996459961, 7.231753349304199, 9.324272155761719, 13.43648624420166, 8.969329833984375, 4.005861282348633, 3.294416904449463, 8.539837837219238, 6.40861177444458, 1.5420482158660889, -1.1376525163650513, 0.1306949257850647, -1.423431396484375, -0.8948913216590881, -3.3591692447662354]",1667.7428712875458,0.03367892500968242
Means,Rock,I'm On,"[-103.87361907958984, 166.91905212402344, -51.534420013427734, 53.12617492675781, -7.130209445953369, 16.056886672973633, -8.300885200500488, 10.330674171447754, -0.9812324047088623, 7.902454853057861, -2.7914063930511475, 2.1884710788726807, -4.348618507385254, 6.403079032897949, -2.6301960945129395, -1.8361941576004028, -5.4058074951171875, -7.027195453643799, -3.075007677078247, -2.6632437705993652]",2431.9444541566068,0.055276387611347795
New Bomb Turks,Punk,Grifted,"[-21.061092376708984, 152.56617736816406, -47.53152084350586, 39.77321243286133, -16.57493019104004, 26.67282485961914, -13.093788146972656, 9.984816551208496, -8.666028022766113, 11.875996589660645, -4.244086265563965, 5.306393146514893, -4.426563262939453, 2.9162399768829346, -0.6397979259490967, 0.6932045817375183, -2.9503273963928223, -3.0841190814971924, -1.165215253829956, -2.6358022689819336]",2793.179667445978,0.06508720983007359
Psychedelic Horseshit,Rock,Like a Rolling Stone (Aborted),"[-129.5945281982422, 142.3670196533203, -33.47475814819336, 32.51992416381836, 0.8071012496948242, 16.286865234375, -15.748259544372559, 11.792231559753418, -10.24352741241455, 8.925349235534668, -7.7101969718933105, 8.158700942993164, -4.854489326477051, 5.694578647613525, -2.8741064071655273, 1.6336513757705688, -7.504042148590088, -3.620201349258423, 0.7827026844024658, -3.006993532180786]",2947.858356913202,0.0632767166344294
Plastic Crimewave Sound,Psychedelic Rock,Decadent Streak,"[-169.2178497314453, 244.52005004882812, -39.65282440185547, -1.1032710075378418, -18.47707176208496, 11.971370697021484, -4.941440105438232, -6.3391923904418945, 0.841270387172699, -17.243091583251953, -1.6806628704071045, -7.0879974365234375, -4.3627238273620605, -5.35862922668457, -4.654757022857666, -8.001214981079102, -10.33072280883789, -2.2457358837127686, -5.555965900421143, -2.9097049236297607]",1212.232243114543,0.035534280293861346
Voice Or No Voice,Hardcore,Time Traveling,"[-186.10626220703125, 179.75270080566406, -44.890682220458984, 27.746583938598633, 5.319903373718262, 17.73626136779785, -0.19467604160308838, 7.641247749328613, 10.305658340454102, 7.714226245880127, -0.4186541438102722, 1.6359647512435913, 7.0247650146484375, 4.621784210205078, 1.3110164403915405, -1.883682131767273, 1.061370849609375, -1.1116693019866943, 0.7115333676338196, -2.7925689220428467]",1860.0721732817885,0.03954322564071567
Mors Ontologica,Rock,Born To Lose,"[-203.63339233398438, 179.57757568359375, -53.0977668762207, 42.641048431396484, 4.083569526672363, 24.53546714782715, -14.763888359069824, 10.836640357971191, 1.2450666427612305, 0.5453000664710999, -3.0493922233581543, 0.07532595843076706, -0.49420228600502014, -4.624467372894287, 0.5735732316970825, 0.6378776431083679, -5.4893341064453125, -5.58929967880249, -2.531322956085205, 0.23631630837917328]",2092.5540973738243,0.04281765134827653
Hank IV,Rock,Feeding Me Back,"[-60.055850982666016, 149.01368713378906, -36.14748001098633, 34.030826568603516, -8.10300350189209, 21.001041412353516, -16.594146728515625, 10.115113258361816, -7.560522556304932, 13.926225662231445, -7.114589691162109, 9.7894868850708, 0.4398145079612732, 3.2310049533843994, -6.253605842590332, 1.8421459197998047, -4.0965070724487305, -1.2041796445846558, 0.15999431908130646, -1.6288228034973145]",2777.6515756047506,0.06297107226713788
Means,Rock,Summer Breeze,"[-213.8428955078125, 153.1942138671875, -47.7753791809082, 52.04389572143555, 4.412704944610596, 22.43669891357422, -3.916666269302368, 10.240156173706055, -1.996009111404419, 8.20284652709961, -4.134413719177246, 0.7793214321136475, -5.991140842437744, 6.155031204223633, -5.553558826446533, -3.372293472290039, -7.871858596801758, -4.9702229499816895, -4.788320541381836, -0.32507598400115967]",2672.682615187978,0.057842533546905224
The Conet Project,Numbers Stations,8 note rising scale,"[-334.26507568359375, 191.4934539794922, 43.520172119140625, -22.623477935791016, -19.699909210205078, 3.0241458415985107, -9.929574966430664, -0.0836625024676323, -14.650601387023926, -7.043186187744141, -6.948850631713867, -5.277015686035156, -5.571264743804932, -6.950072765350342, -1.1967954635620117, -2.8274426460266113, 4.784960746765137, 1.3661202192306519, 4.836241722106934, -0.8597926497459412]",1214.0505823467986,0.030359571445841393
Smokey Hormel,Americana,Sheik Of Araby,"[-266.54364013671875, 164.92135620117188, -9.859657287597656, 37.84969711303711, 7.386346340179443, 13.774274826049805, 7.321101188659668, 3.1804189682006836, 0.0043384307064116, 0.35143527388572693, 0.3700700104236603, -3.465580463409424, 1.2334195375442505, 2.4039108753204346, -0.5573954582214355, 1.5218758583068848, 0.06956915557384491, 2.0591864585876465, 4.101452350616455, 1.8150031566619873]",1761.3089450058685,0.031017098343810445
Rainbow Arabia,International Pop,I Know I See I Love I Go,"[-178.78350830078125, 180.39044189453125, -38.89925003051758, 18.538829803466797, 8.430340766906738, 13.305025100708008, 12.941587448120117, 11.49821662902832, 5.568057537078857, 9.09426498413086, 10.195799827575684, 10.115667343139648, 4.5519914627075195, 1.24744713306427, 1.517747163772583, -2.4543044567108154, 0.2758147120475769, -3.817996025085449, -2.4380908012390137, 1.2001283168792725]",1763.4888066887686,0.03479731978601859
The Conet Project,Numbers Stations,spanish lady 2 finals,"[-213.99868774414062, 199.45684814453125, -67.51789093017578, 4.03088903427124, 25.78403663635254, -17.676944732666016, 14.429036140441895, 4.086285591125488, -10.959269523620605, 9.763229370117188, -0.8956660032272339, -1.4737739562988281, 3.3581418991088867, -11.924474716186523, -3.453176259994507, 2.3527731895446777, -4.432221412658691, 5.976071357727051, 4.351179599761963, -1.1994329690933228]",1773.3739889926203,0.06011129412475822
Negative Approach,Hardcore,Hypocrite,"[-99.64307403564453, 147.91314697265625, -29.469928741455078, 19.10851287841797, 1.57232666015625, 9.902059555053711, -11.68921947479248, 2.8875715732574463, -3.4181056022644043, 3.3219470977783203, -1.6592439413070679, 2.407715082168579, -1.111862063407898, 1.1267861127853394, -2.829882860183716, -1.103633999824524, -5.184182167053223, 0.8301861882209778, 0.06390697509050369, 0.1004987508058548]",2905.62949936933,0.0634559734647002
The Conet Project,Radio,5 dashes,"[-199.66033935546875, 189.4254913330078, -92.4588623046875, -9.666975975036621, 23.170063018798828, -4.172879219055176, -24.08531379699707, 7.4793267250061035, -0.07499892264604568, -15.159894943237305, 0.13021762669086456, 5.41403865814209, -10.36937141418457, -3.032412528991699, 7.039218425750732, -11.043837547302246, -2.68407940864563, 2.16939377784729, -4.210386276245117, -5.220533847808838]",2201.40835310954,0.08968811271543377
Wildbirds & Peacedrums,Blues,I Can't Tell In His Eyes,"[-441.2772521972656, 117.83671569824219, 10.60432243347168, 33.658512115478516, -0.8304632306098938, 15.117076873779297, -10.03178596496582, 2.6572928428649902, -3.075148105621338, -7.127117156982422, -2.906132459640503, 1.6194195747375488, -9.968223571777344, -5.582302570343018, -6.374396324157715, -7.922087669372559, -3.875239849090576, -7.095615386962891, -4.148080825805664, -1.2601832151412964]",2685.8195934334813,0.05632632467563904
The Feeling of Love,Punk,Toungue Tattoo,"[-94.20621490478516, 167.07008361816406, -77.3110580444336, 48.29805374145508, -18.12415885925293, 19.946779251098633, -23.911354064941406, 16.473154067993164, -10.720921516418457, 2.4778707027435303, -6.6917619705200195, -3.736542224884033, -9.69596004486084, -3.4055473804473877, 0.851454496383667, -6.375443935394287, -3.1807239055633545, -8.64140510559082, 1.57863450050354, -7.430605888366699]",2722.765939461289,0.08053179917457397
The Hall Monitors,Rock,Cry,"[-108.57271575927734, 162.69224548339844, -27.988344192504883, 50.73398208618164, -16.23813819885254, 18.204299926757812, -8.825484275817871, 9.185983657836914, 0.02444441430270672, 0.5665931701660156, -5.37044095993042, -1.4418243169784546, 3.350255012512207, -1.5482486486434937, -3.7872254848480225, -6.816120147705078, -5.292756080627441, -2.290416717529297, 0.48106861114501953, -5.053583145141602]",2249.3249084679633,0.04546480895381487
The Conet Project,Radio,4 note rising scale,"[-301.71527099609375, 171.80670166015625, -33.79777526855469, -10.365362167358398, 8.71259880065918, 11.638571739196777, -0.998702347278595, -12.089042663574219, -4.701423168182373, -6.400163173675537, -4.515856742858887, -3.5123910903930664, -7.743307113647461, -4.70770263671875, -3.307515859603882, -5.618338108062744, -7.2697882652282715, -8.981151580810547, -5.753699779510498, -2.873410224914551]",1741.4196004052897,0.056735447896518375
Harvey Milk,Rock,I've Got a Love,"[-187.9203643798828, 200.88351440429688, -14.940343856811523, 24.602529525756836, 37.143707275390625, -2.6081478595733643, 0.8023543357849121, 11.192380905151367, 6.390286445617676, 10.843217849731445, 4.915159702301025, -1.7414697408676147, 2.0282375812530518, 2.1882383823394775, 1.0050369501113892, 3.888911724090576, 0.16867861151695251, 0.48189401626586914, 1.5255231857299805, -4.131709575653076]",1090.0219346685471,0.01944473827369439
Parts &amp; Labor,Rock,Fractured Skies,"[-140.35159301757812, 102.56634521484375, -52.404571533203125, 30.81174087524414, 14.784423828125, 26.05583381652832, -1.5694193840026855, 15.43378734588623, 0.8768966197967529, 11.66149616241455, -3.3871357440948486, 6.237692832946777, 0.8802536725997925, 8.677787780761719, -4.032563209533691, 4.7461724281311035, -3.777040719985962, 4.5790815353393555, -8.009873390197754, -0.2077852040529251]",3679.646165143429,0.08920076764990328
Razor Bois,Hardcore,Cant Break,"[-283.8907775878906, 118.07023620605469, -9.976638793945312, 39.086673736572266, -4.026689052581787, 13.985541343688965, -3.11629056930542, 2.240598440170288, -2.0555129051208496, 1.4314122200012207, -0.7604647874832153, 0.5645389556884766, 2.4904377460479736, 0.04649016261100769, 0.21673938632011414, 1.3921008110046387, -4.614830493927002, -2.7140815258026123, -2.0165178775787354, -5.064255714416504]",2695.0109928392326,0.06141356476326491
Quintron,Rock,Backwards Organ,"[-349.0447692871094, 212.88201904296875, -6.886571884155273, -2.5063681602478027, 30.404232025146484, -0.5412110686302185, -6.788266658782959, 3.039984941482544, 6.03602933883667, 4.566665172576904, -7.879514217376709, -10.470849990844727, 0.43820661306381226, -0.09008869528770447, -9.26101303100586, -10.726018905639648, -7.086657524108887, -4.8891215324401855, -1.928330659866333, -0.15307766199111938]",1031.1780072297079,0.02839387617399303
Psychedelic Horseshit,Rock,C Song,"[-146.88156127929688, 161.33888244628906, -48.05915451049805, 31.608285903930664, 14.433304786682129, 17.340293884277344, -23.010419845581055, 7.971216201782227, -9.855624198913574, 8.80452823638916, -10.143325805664062, 5.465200424194336, -7.982078552246094, 5.350996494293213, -3.6458232402801514, 0.20306973159313202, -6.856400489807129, -2.665222406387329, -0.10136979818344116, -2.2595667839050293]",2502.93895589377,0.06668915811386522
Nightingales,Post-Punk,Mutton T. Lamb,"[-170.45626831054688, 186.0945281982422, -59.19074630737305, 28.36168098449707, 15.648015975952148, 7.74468994140625, -14.198522567749023, -7.200169086456299, 11.287283897399902, -7.2393388748168945, -2.0494253635406494, -1.263442039489746, -3.187650442123413, -5.0610551834106445, -3.0130183696746826, -3.220832586288452, -8.332524299621582, 1.8332730531692505, -1.8836326599121094, -8.513176918029785]",1929.2545558960794,0.06421625664893617
The Moi Non Plus ,Indie-Rock,(full set),"[-302.743408203125, 169.44895935058594, -4.894572734832764, 32.04715347290039, 2.6427392959594727, 1.8308582305908203, -2.7646942138671875, -5.657345294952393, -1.1050958633422852, -3.4032576084136963, -7.007613182067871, 2.631545066833496, 1.1924967765808105, -1.4332290887832642, -1.029084324836731, 0.3934587240219116, -2.520721673965454, -1.181415319442749, -5.401974201202393, -6.0712103843688965]",1754.0429521172339,0.03758481171421663
The Pets,Punk,Alotta Things,"[-126.11550903320312, 141.78309631347656, -82.9699478149414, 43.575355529785156, -9.2820405960083, 27.258861541748047, -13.362503051757812, 4.788188457489014, 1.4616972208023071, 2.449439525604248, -2.950303316116333, 3.251990556716919, -2.2393791675567627, -3.7676286697387695, -1.7402441501617432, -5.291985988616943, -3.4804909229278564, -8.74980640411377, -3.2303338050842285, -4.609330177307129]",3020.071545284504,0.09644376360009671
Polka Madre,Misc. International,Herasinkuoleena,"[-223.29058837890625, 172.2803192138672, -21.726558685302734, 39.57347869873047, 5.9817280769348145, 12.436996459960938, -7.45198392868042, 5.730269908905029, 1.054429054260254, 0.47286346554756165, -1.8086642026901245, 1.1870039701461792, 0.9874289035797119, 3.9323599338531494, 1.2706371545791626, -1.3399561643600464, -4.3840484619140625, -2.304211139678955, -1.1263397932052612, -2.652831792831421]",1854.950027857539,0.03415834290377176
Twi the Humble Feather,Folk,Interview 2,"[-320.2436218261719, 114.89969635009766, 14.76530647277832, 29.04061508178711, 21.889673233032227, 18.991886138916016, 4.319290637969971, -7.111021518707275, 0.21880044043064117, -3.5220518112182617, -5.179806709289551, 0.21266740560531616, -0.6484508514404297, -2.3599343299865723, 0.5737594366073608, 3.555973768234253, 1.740850567817688, 0.7084062695503235, 0.7483044862747192, -2.416868209838867]",2010.9272982910297,0.04674428795938104
The Shamblers,,Crank Radio,"[-213.67071533203125, 169.55508422851562, -36.43559646606445, 28.486164093017578, 10.488322257995605, 6.784948348999023, -10.82363510131836, 1.4826806783676147, 1.849934697151184, -1.9920145273208618, -3.85727596282959, 3.929908037185669, 2.090327739715576, -2.5692310333251953, -0.9321128726005554, -2.9718687534332275, -7.625691890716553, -4.8104939460754395, -0.4865860641002655, -6.84413480758667]",2073.052980530042,0.04949868532398453
Half Japanese,Rock,No Big Deal,"[-117.11640930175781, 150.4950408935547, -44.96898651123047, 38.79766082763672, 9.121111869812012, 16.099260330200195, -14.133295059204102, 9.436386108398438, -3.947998285293579, 6.27477502822876, -7.707624435424805, 0.7720566987991333, -5.56101655960083, 3.1622979640960693, -11.049873352050781, 2.7312686443328857, -3.3608791828155518, 1.226544976234436, -3.369183301925659, 0.14034956693649292]",2601.4115566901733,0.061253767065259486
Sux,Punk,Lyric Lab,"[-179.14202880859375, 165.65005493164062, -31.339685440063477, 48.884212493896484, -7.051980972290039, 14.764896392822266, -9.451937675476074, 2.3386425971984863, 6.524369239807129, 5.1725263595581055, 0.41046980023384094, 4.151530742645264, 0.8611583113670349, 0.4495784044265747, -1.2272601127624512, 1.7263123989105225, -2.6385464668273926, -1.0972410440444946, -0.520240068435669, -4.250607967376709]",2116.407924136667,0.04230442305367505
The Moaners,Rock,Elizabeth Cotten's Song,"[-244.36209106445312, 130.24891662597656, -6.248785018920898, 50.180381774902344, -4.693271160125732, 26.46552848815918, -6.515181541442871, 17.28038787841797, -1.3887633085250854, 5.3187255859375, -5.252805233001709, -0.24268187582492828, -9.108630180358887, 4.073051452636719, -12.362842559814453, 0.4018767178058624, -7.839206218719482, -4.708570957183838, -3.8080966472625732, -2.791745185852051]",3049.3978345916717,0.05288473162475822
The Embrooks,Rock,Nothings....,"[-150.934326171875, 169.4207763671875, -53.68547439575195, 33.41358947753906, -5.226210594177246, 21.870664596557617, -2.8640055656433105, 2.7709524631500244, -2.2624974250793457, 6.5274763107299805, -9.022369384765625, 0.45150768756866455, 1.3388152122497559, 2.9493930339813232, 2.860699415206909, 2.6310720443725586, -0.7419143319129944, -4.810626029968262, 0.07651975750923157, -1.2030974626541138]",2289.082216268202,0.0567134322351859
The Shamblers,,Were Streaking,"[-191.5923614501953, 159.2217559814453, -17.928634643554688, 28.045278549194336, 4.668753623962402, 10.562520980834961, -15.932316780090332, 3.8732919692993164, -2.8912973403930664, -0.34791791439056396, -6.247124671936035, 2.102933168411255, 1.854124665260315, -0.2174188643693924, -0.7884654998779297, -2.061328172683716, -7.284729480743408, -2.404802083969116, -2.8914120197296143, -6.760313510894775]",2294.9037715790514,0.04461832839700194
Plastic Crimewave Sound,Psychedelic Rock,Crash Mob City Hades,"[-140.70864868164062, 221.8294219970703, -60.43407440185547, 0.7114276885986328, 5.277397632598877, 17.63525390625, -1.928556203842163, 1.2331151962280273, 4.445507526397705, -12.486790657043457, 4.127902984619141, -4.799838542938232, -6.021434307098389, -6.2169976234436035, -5.876293182373047, -7.909755229949951, -9.263370513916016, -1.9184999465942383, -8.458510398864746, -5.609455108642578]",1510.2878771418777,0.04292071613574748
The Feeling of Love,Punk,Dad Is For Eat-Mom Is For Die,"[-77.97025299072266, 175.39402770996094, -83.94459533691406, 39.559932708740234, -17.691553115844727, 11.943635940551758, -21.058015823364258, 14.033208847045898, -8.115015029907227, -0.07288990914821625, 0.6106145977973938, -1.3348379135131836, -8.357477188110352, -4.463064193725586, 1.76226806640625, -2.7104105949401855, -1.3136546611785889, -4.024711608886719, 2.1382694244384766, -7.687231063842773]",2582.5232215122514,0.08239864150145068
Peter Walker,Psych-Folk,Soleade,"[-360.2135314941406, 147.5208282470703, 21.581310272216797, 29.878570556640625, 16.37102508544922, 12.931364059448242, 9.872963905334473, 6.426153182983398, -2.2254509925842285, -6.019039630889893, -8.220344543457031, -7.643075942993164, -9.651741981506348, -6.103796005249023, -1.6253440380096436, -2.3949673175811768, -0.830222487449646, -2.147472381591797, -2.7154083251953125, -1.6322617530822754]",1381.9779122281254,0.02732691923654144
The Conet Project,Numbers Stations,m3a,"[-274.8871765136719, 138.3210906982422, -35.90549087524414, 9.589059829711914, 5.725540637969971, 19.864845275878906, 5.6496758460998535, 21.43953514099121, 8.298357009887695, 11.473864555358887, -7.0300679206848145, -13.929916381835938, -2.5596530437469482, 9.29629135131836, 19.207151412963867, 3.630476474761963, -1.6172150373458862, -10.0286865234375, 2.7912440299987793, -2.242377758026123]",2244.1655282289994,0.05138682074086162
Peter Walker,Psych-Folk,Tune on Karen Dalton's Guitar,"[-245.0998992919922, 154.19174194335938, -14.919304847717285, 43.29458999633789, -2.1264026165008545, 18.665054321289062, -9.667773246765137, 8.690224647521973, -16.726856231689453, -5.408353805541992, -9.218843460083008, 0.20073886215686798, -10.894420623779297, -4.477337837219238, -2.3198797702789307, -11.829769134521484, -6.626593112945557, -9.875158309936523, -7.316970348358154, -4.499362945556641]",2067.1795170240352,0.03464943599922541
The Cynics,Rock,Never Again,"[-104.23503875732422, 159.86611938476562, -52.86886215209961, 34.49087905883789, -19.90745735168457, 16.16868019104004, -5.316883087158203, 3.184349536895752, -5.8136749267578125, 1.9123280048370361, 0.3532778322696686, 2.515394449234009, 2.4187071323394775, -2.9053962230682373, -1.846806526184082, -2.5751993656158447, -1.488476276397705, -2.9860997200012207, -1.4413888454437256, -6.260397434234619]",2481.8234798401827,0.0595005310200426
Citay,Rock,Nice Cuffs,"[-196.9951171875, 177.51441955566406, -30.679311752319336, 41.17133712768555, 12.965657234191895, 7.339807987213135, -2.585948944091797, 2.9318597316741943, -0.5278518795967102, 0.44239339232444763, 2.4412729740142822, 4.235220909118652, -1.5183920860290527, -1.120154619216919, -3.3061716556549072, 3.105682373046875, 3.0916666984558105, 3.0132250785827637, -1.7939916849136353, -5.566010475158691]",1779.589628570589,0.03660634319326104
The Cynics,Rock,When You'd Go,"[-139.3946533203125, 191.65341186523438, -53.49628448486328, 29.568042755126953, -5.101078033447266, 12.529476165771484, 0.8785258531570435, 3.8906075954437256, -0.2593509554862976, 1.9618432521820068, 2.7547614574432373, 0.9298837780952454, 4.755063533782959, 0.03795262798666954, -1.0526180267333984, -1.0517386198043823, -3.422313928604126, 1.3847013711929321, -3.520376682281494, -2.4567203521728516]",1859.3912095135192,0.04433215969535784
Sux,Punk,Captain Decibel,"[-140.12454223632812, 156.38658142089844, -26.873992919921875, 42.35239791870117, 3.276270866394043, 10.303483963012695, -3.1196465492248535, 7.177731990814209, 4.396271228790283, 9.496536254882812, -0.6745632886886597, 7.573009967803955, -5.094494819641113, 4.353063106536865, -4.53964900970459, 4.2223405838012695, -3.850944757461548, 1.0297189950942993, -0.6966476440429688, 0.3144022226333618]",2332.9832715446723,0.041832008583172146
Wooden Shjips,Psych-Rock,I Hear The Vibrations (live at ATP-NY '08),"[-170.12094116210938, 182.09759521484375, -61.07596206665039, 26.621301651000977, 22.673295974731445, 30.209733963012695, -1.541983723640442, 9.79074764251709, 10.119425773620605, 9.970907211303711, 6.319398403167725, 5.764840602874756, 4.688557147979736, 4.244814395904541, 3.391249895095825, -5.770929336547852, -4.304462909698486, -0.8394873142242432, -3.227483034133911, -5.054582595825195]",1831.3838649917038,0.032684054642166345
Sic Alps,Rock,Everywhere There,"[-171.30630493164062, 196.28787231445312, -49.241886138916016, 35.668460845947266, 8.956789016723633, 6.560966968536377, 0.6898311972618103, 7.074183464050293, 1.783862590789795, -5.816481590270996, 7.94771671295166, 0.4566386342048645, -7.3332953453063965, 0.5817118883132935, -0.7580292224884033, 1.2245872020721436, -3.839534044265747, -8.161968231201172, -6.690606117248535, -10.46296215057373]",1589.3942644283018,0.03328189222678917
We Are the Arm,Rock,Sweet and Sour Dreams,"[-209.1260223388672, 113.49288177490234, -3.5889554023742676, 49.83596420288086, 4.615172386169434, 11.166935920715332, -2.543376922607422, 3.7142562866210938, -1.2975730895996094, 2.404989004135132, -7.955873966217041, -0.9432143568992615, -6.528954982757568, -3.339083433151245, -5.260532855987549, -3.5381247997283936, -5.226848125457764, -2.5003304481506348, -4.1258039474487305, -2.059321165084839]",3252.407465159134,0.06520256674816034
The Rebel,Rock,"Kneel, Mulholland: Drive!","[-279.7771911621094, 171.22659301757812, -12.549419403076172, 40.32078170776367, 5.262231826782227, 4.00945520401001, -5.003450393676758, -3.222973585128784, -5.429251194000244, -2.6939268112182617, -4.609488010406494, -5.429349899291992, -5.1327338218688965, -6.010377407073975, -5.096398830413818, -5.058880805969238, -1.4403407573699951, -3.8674020767211914, -3.4298794269561768, -5.40847635269165]",1646.9996448952456,0.033745995527079305
The Bristles,Rock,Destroyed,"[-100.70611572265625, 153.27517700195312, -37.55101013183594, 39.90996170043945, -12.922117233276367, 12.211787223815918, -21.661285400390625, 6.532050132751465, -9.156360626220703, 3.473850727081299, -7.611185550689697, 3.1022026538848877, -5.490053176879883, 4.563580513000488, -3.8466756343841553, 0.550764262676239, -7.899821758270264, -2.6924703121185303, -2.229985237121582, -4.227604866027832]",2639.060724752968,0.056589624637330756
Dan Friel,Electronic,Ghost Town Pt1,"[-81.84341430664062, 120.54341125488281, -49.414634704589844, 52.15895080566406, -7.482445240020752, 39.64411926269531, 1.6448291540145874, 28.19452667236328, -0.3401513993740082, 16.642518997192383, -1.8600012063980103, 9.971323013305664, -0.960252046585083, 5.292764186859131, -0.5876481533050537, 0.42057231068611145, 0.08334580808877945, -1.6180706024169922, 1.204290747642517, -2.623236894607544]",3316.033731176413,0.03615453487669246
Barnacled,Jazz: Out,Slappodrome,"[-181.93011474609375, 206.64956665039062, -75.58794403076172, 10.131901741027832, 17.51493263244629, 0.40280842781066895, -21.65483283996582, -2.380887746810913, -2.560887336730957, -6.131819248199463, -6.760675430297852, 1.7092182636260986, -3.739478826522827, 1.021247386932373, -0.5098059773445129, -6.7174577713012695, -8.275384902954102, -2.784252882003784, -0.4437783360481262, -4.982337474822998]",1932.837823156217,0.07267306123065764
Sic Alps,Rock,Semi-Streets,"[-160.9722442626953, 204.16586303710938, -69.03562927246094, 30.658266067504883, 9.581198692321777, 0.5546072125434875, -7.371256351470947, 10.853022575378418, -0.4594009816646576, -11.910677909851074, 5.758186340332031, 0.2236127257347107, -7.179985046386719, 0.6556188464164734, -1.2550935745239258, -2.7454354763031006, -1.0911744832992554, -3.232595920562744, -4.278334140777588, -9.746121406555176]",1863.9422572937046,0.052830520128143134
Mudboy,Avant-Garde,duet with Pumice,"[-268.8575134277344, 203.3255157470703, -32.48637771606445, 28.8223819732666, -14.171503067016602, 5.842561721801758, -8.259663581848145, 3.3236420154571533, -6.502068996429443, -10.769200325012207, -5.778112888336182, 7.413368225097656, 8.63288688659668, 2.7864623069763184, -3.6179091930389404, 1.6368987560272217, 5.505686283111572, -4.582062244415283, -3.6103546619415283, -6.360250949859619]",1436.8786730695058,0.03089598663826491
The Cynics,Garage,Let Me Know,"[-164.3372802734375, 98.68025970458984, -44.31726837158203, 62.81845474243164, -33.84392166137695, 12.870451927185059, -14.710493087768555, 5.9950270652771, -20.258832931518555, -1.1489744186401367, -13.13129997253418, -1.4158726930618286, -9.443831443786621, -6.392845153808594, -4.35062837600708, -4.047762870788574, -1.370743751525879, -5.878045558929443, -8.298237800598145, -8.990605354309082]",4292.836142939563,0.1287882455460883
Twi the Humble Feather,Folk,Twi the Humble Feather full session,"[-236.98580932617188, 204.39048767089844, -30.706586837768555, 24.338104248046875, 5.0627055168151855, 19.82579803466797, -4.055790424346924, 1.5748677253723145, 3.498908758163452, -8.028486251831055, -6.359003067016602, -2.413327217102051, 1.4043711423873901, -2.9373157024383545, -1.9885576963424683, -3.94872784614563, -4.727643013000488, -7.098132133483887, -5.185556888580322, -7.337738513946533]",1378.1978190467357,0.030932673920410533
Nalle,Folk,New and Untitled,"[-218.0487518310547, 186.2969207763672, -20.19256019592285, 32.818416595458984, -5.3189616203308105, -0.5235052108764648, -10.24217414855957, 9.12598991394043, -10.762765884399414, -18.92411994934082, -12.064779281616211, -6.607701778411865, -7.693362236022949, -11.697278022766113, -6.334280967712402, -15.906855583190918, -10.83284854888916, -5.485134124755859, -11.038101196289062, -3.872274160385132]",1524.975452715896,0.03323962317244384
Urinals,Rock,Strip Club,"[-308.89996337890625, 203.1282501220703, -17.717409133911133, 19.172561645507812, 11.029756546020508, 17.012353897094727, -4.60192346572876, -3.7512598037719727, 18.228965759277344, -7.516007900238037, -3.8686153888702393, 11.549805641174316, -3.562849521636963, -3.727418899536133, 7.642925262451172, 0.39157214760780334, -3.64359974861145, -0.9529114961624146, -5.179109573364258, -4.44780969619751]",1338.9315022375406,0.028259608285728117
